onset	duration	trial_type	value	sample	trial_id
10.830078125	0.3	1.0	2	5545	16.0
10.84765625	0.3	0.0	1	5554	n/a
10.86328125	0.3	1.0	2	5562	n/a
10.880859375	0.3	0.0	1	5571	n/a
10.896484375	0.3	0.0	1	5579	n/a
10.9140625	0.3	1.0	2	5588	n/a
10.9296875	0.3	1.0	2	5596	n/a
10.947265625	0.3	0.0	1	5605	n/a
10.962890625	0.3	0.0	1	5613	n/a
10.98046875	0.3	1.0	2	5622	n/a
10.99609375	0.3	0.0	1	5630	n/a
11.013671875	0.3	1.0	2	5639	n/a
11.029296875	0.3	1.0	2	5647	n/a
11.046875	0.3	0.0	1	5656	n/a
11.0625	0.3	1.0	2	5664	n/a
11.080078125	0.3	0.0	1	5673	n/a
11.09765625	0.3	1.0	2	5682	n/a
11.11328125	0.3	0.0	1	5690	n/a
11.130859375	0.3	1.0	2	5699	n/a
11.146484375	0.3	0.0	1	5707	n/a
11.1640625	0.3	0.0	1	5716	n/a
11.1796875	0.3	1.0	2	5724	n/a
11.197265625	0.3	0.0	1	5733	n/a
11.212890625	0.3	1.0	2	5741	n/a
11.23046875	0.3	1.0	2	5750	n/a
11.24609375	0.3	0.0	1	5758	n/a
11.263671875	0.3	1.0	2	5767	n/a
11.279296875	0.3	0.0	1	5775	n/a
11.296875	0.3	0.0	1	5784	n/a
11.3125	0.3	1.0	2	5792	n/a
11.330078125	0.3	0.0	1	5801	n/a
11.34765625	0.3	1.0	2	5810	n/a
11.36328125	0.3	0.0	1	5818	n/a
11.380859375	0.3	1.0	2	5827	n/a
11.396484375	0.3	1.0	2	5835	n/a
11.4140625	0.3	0.0	1	5844	n/a
11.4296875	0.3	0.0	1	5852	n/a
11.447265625	0.3	1.0	2	5861	n/a
11.462890625	0.3	1.0	2	5869	n/a
11.48046875	0.3	0.0	1	5878	n/a
11.49609375	0.3	0.0	1	5886	n/a
11.513671875	0.3	1.0	2	5895	n/a
11.529296875	0.3	0.0	1	5903	n/a
11.546875	0.3	1.0	2	5912	n/a
11.5625	0.3	0.0	1	5920	n/a
11.580078125	0.3	1.0	2	5929	n/a
11.59765625	0.3	0.0	1	5938	n/a
11.61328125	0.3	1.0	2	5946	n/a
11.630859375	0.3	1.0	2	5955	n/a
11.646484375	0.3	0.0	1	5963	n/a
11.6640625	0.3	1.0	2	5972	n/a
11.6796875	0.3	0.0	1	5980	n/a
11.697265625	0.3	0.0	1	5989	n/a
11.712890625	0.3	1.0	2	5997	n/a
11.73046875	0.3	0.0	1	6006	n/a
11.74609375	0.3	1.0	2	6014	n/a
11.763671875	0.3	0.0	1	6023	n/a
11.779296875	0.3	1.0	2	6031	n/a
11.796875	0.3	0.0	1	6040	n/a
11.8125	0.3	1.0	2	6048	n/a
11.830078125	0.3	1.0	2	6057	n/a
11.84765625	0.3	0.0	1	6066	n/a
11.86328125	0.3	0.0	1	6074	n/a
11.880859375	0.3	1.0	2	6083	n/a
11.896484375	0.3	1.0	2	6091	n/a
11.9140625	0.3	0.0	1	6100	n/a
11.9296875	0.3	0.0	1	6108	n/a
11.947265625	0.3	1.0	2	6117	n/a
11.962890625	0.3	0.0	1	6125	n/a
11.98046875	0.3	1.0	2	6134	n/a
11.99609375	0.3	1.0	2	6142	n/a
12.013671875	0.3	0.0	1	6151	n/a
12.029296875	0.3	1.0	2	6159	n/a
12.046875	0.3	0.0	1	6168	n/a
12.0625	0.3	0.0	1	6176	n/a
