onset	duration	trial_type	value	sample	trial_id
11.013671875	0.3	0.0	1	5639	4.0
11.03125	0.3	1.0	2	5648	n/a
11.046875	0.3	0.0	1	5656	n/a
11.064453125	0.3	1.0	2	5665	n/a
11.080078125	0.3	0.0	1	5673	n/a
11.09765625	0.3	1.0	2	5682	n/a
11.11328125	0.3	0.0	1	5690	n/a
11.130859375	0.3	1.0	2	5699	n/a
11.146484375	0.3	1.0	2	5707	n/a
11.1640625	0.3	0.0	1	5716	n/a
11.1796875	0.3	0.0	1	5724	n/a
11.197265625	0.3	1.0	2	5733	n/a
11.212890625	0.3	0.0	1	5741	n/a
11.23046875	0.3	1.0	2	5750	n/a
11.24609375	0.3	1.0	2	5758	n/a
11.263671875	0.3	0.0	1	5767	n/a
11.28125	0.3	1.0	2	5776	n/a
11.296875	0.3	0.0	1	5784	n/a
11.314453125	0.3	0.0	1	5793	n/a
11.330078125	0.3	1.0	2	5801	n/a
11.34765625	0.3	0.0	1	5810	n/a
11.36328125	0.3	1.0	2	5818	n/a
11.380859375	0.3	0.0	1	5827	n/a
11.396484375	0.3	1.0	2	5835	n/a
11.4140625	0.3	0.0	1	5844	n/a
11.4296875	0.3	1.0	2	5852	n/a
11.447265625	0.3	0.0	1	5861	n/a
11.462890625	0.3	1.0	2	5869	n/a
11.48046875	0.3	1.0	2	5878	n/a
11.49609375	0.3	0.0	1	5886	n/a
11.513671875	0.3	0.0	1	5895	n/a
11.53125	0.3	1.0	2	5904	n/a
11.546875	0.3	0.0	1	5912	n/a
11.564453125	0.3	1.0	2	5921	n/a
11.580078125	0.3	1.0	2	5929	n/a
11.59765625	0.3	0.0	1	5938	n/a
11.61328125	0.3	1.0	2	5946	n/a
11.630859375	0.3	0.0	1	5955	n/a
11.646484375	0.3	1.0	2	5963	n/a
11.6640625	0.3	0.0	1	5972	n/a
11.6796875	0.3	1.0	2	5980	n/a
11.697265625	0.3	0.0	1	5989	n/a
11.712890625	0.3	1.0	2	5997	n/a
11.73046875	0.3	0.0	1	6006	n/a
11.74609375	0.3	1.0	2	6014	n/a
11.763671875	0.3	0.0	1	6023	n/a
11.78125	0.3	1.0	2	6032	n/a
11.796875	0.3	0.0	1	6040	n/a
11.814453125	0.3	1.0	2	6049	n/a
11.830078125	0.3	0.0	1	6057	n/a
11.84765625	0.3	1.0	2	6066	n/a
11.86328125	0.3	0.0	1	6074	n/a
11.880859375	0.3	1.0	2	6083	n/a
11.896484375	0.3	0.0	1	6091	n/a
11.9140625	0.3	0.0	1	6100	n/a
11.9296875	0.3	1.0	2	6108	n/a
11.947265625	0.3	1.0	2	6117	n/a
11.962890625	0.3	0.0	1	6125	n/a
11.98046875	0.3	0.0	1	6134	n/a
11.99609375	0.3	1.0	2	6142	n/a
12.013671875	0.3	1.0	2	6151	n/a
12.03125	0.3	0.0	1	6160	n/a
12.046875	0.3	0.0	1	6168	n/a
12.064453125	0.3	1.0	2	6177	n/a
12.080078125	0.3	0.0	1	6185	n/a
12.09765625	0.3	1.0	2	6194	n/a
12.11328125	0.3	1.0	2	6202	n/a
12.130859375	0.3	0.0	1	6211	n/a
12.146484375	0.3	0.0	1	6219	n/a
12.1640625	0.3	1.0	2	6228	n/a
12.1796875	0.3	1.0	2	6236	n/a
12.197265625	0.3	0.0	1	6245	n/a
12.212890625	0.3	1.0	2	6253	n/a
